product_a,product_b,times_bought_together
OFF-FA-5486,OFF-ST-6048,1
OFF-BI-6384,OFF-FA-3075,1
OFF-BI-6384,OFF-FA-5486,1
OFF-BI-6384,OFF-ST-6048,1
OFF-AR-3457,OFF-BI-3293,1
OFF-AR-3457,OFF-BI-6384,1
OFF-AR-3457,OFF-FA-3075,1
OFF-AR-3457,OFF-FA-5486,1
OFF-AR-3457,OFF-ST-6048,1
OFF-AP-4969,OFF-AR-3457,1
OFF-AP-4969,OFF-BI-3293,1
OFF-AP-4969,OFF-BI-6384,1
OFF-AP-4969,OFF-FA-3075,1
OFF-AP-4969,OFF-FA-5486,1
OFF-AP-4969,OFF-ST-6048,1
FUR-BO-3896,OFF-AP-4719,1
FUR-BO-3896,OFF-AP-4969,1
FUR-BO-3896,OFF-AR-3457,1
FUR-BO-3896,OFF-BI-3293,1
FUR-BO-3896,OFF-BI-6384,1
FUR-BO-3896,OFF-FA-3075,1
FUR-BO-3896,OFF-FA-5486,1
FUR-BO-3896,OFF-ST-6048,1
OFF-AP-4719,OFF-AP-4969,1
OFF-AP-4719,OFF-AR-3457,1
OFF-AP-4719,OFF-BI-3293,1
OFF-AP-4719,OFF-BI-6384,1
OFF-AP-4719,OFF-FA-3075,1
OFF-AP-4719,OFF-FA-5486,1
OFF-BI-2917,OFF-BI-3251,1
TEC-CO-6005,TEC-MA-6143,1
OFF-ST-4108,TEC-AC-3390,1
OFF-AR-6123,OFF-ST-4108,1
OFF-AR-6123,TEC-AC-3390,1
OFF-BI-6369,OFF-FA-6184,1
FUR-BO-5953,OFF-BI-3186,1
FUR-BO-5953,OFF-BI-6369,1
FUR-BO-5953,OFF-FA-6184,1
OFF-BI-3186,OFF-BI-6369,1
OFF-BI-3186,OFF-FA-6184,1
OFF-AP-4958,OFF-EN-3662,1
OFF-AP-4958,TEC-PH-5265,1
OFF-EN-3662,TEC-PH-5265,1
OFF-LA-4548,OFF-PA-4161,1
OFF-LA-4548,TEC-CO-4579,1
OFF-BI-6375,OFF-LA-4548,1
OFF-BI-6375,OFF-PA-4161,1
OFF-BI-6375,TEC-CO-4579,1
OFF-PA-4161,TEC-CO-4579,1
FUR-CH-4522,OFF-BI-3246,1
FUR-CH-4522,OFF-BI-6375,1
FUR-CH-4522,OFF-LA-4548,1
FUR-CH-4522,OFF-PA-4161,1
FUR-CH-4522,TEC-CO-4579,1
OFF-BI-3246,OFF-BI-6375,1
OFF-BI-3246,OFF-LA-4548,1
OFF-BI-3246,OFF-PA-4161,1
OFF-BI-3246,TEC-CO-4579,1
OFF-AR-5923,OFF-BI-2919,1
OFF-AR-5925,OFF-FA-6194,1
FUR-CH-5453,OFF-AR-5925,1
FUR-CH-5453,OFF-BI-6385,1
FUR-CH-5453,OFF-FA-6194,1
OFF-BI-6385,OFF-FA-6194,1
FUR-BO-4865,FUR-CH-4519,1
FUR-BO-4865,OFF-AP-3569,1
FUR-BO-4865,TEC-AC-4185,1
OFF-AP-3569,TEC-AC-4185,1
FUR-CH-4519,OFF-AP-3569,1
FUR-CH-4519,TEC-AC-4185,1
OFF-AR-5910,OFF-AR-6111,1
OFF-AR-5910,OFF-BI-6382,1
OFF-AR-6111,OFF-BI-6382,1
OFF-ST-4105,TEC-MA-5006,1
OFF-ST-4105,TEC-PH-5357,1
OFF-EN-5038,OFF-ST-4105,1
OFF-EN-5038,TEC-MA-5006,1
OFF-EN-5038,TEC-PH-5357,1
TEC-MA-5006,TEC-PH-5357,1
OFF-BI-4810,OFF-ST-6038,1
OFF-AR-3496,OFF-BI-4810,1
OFF-AR-3496,OFF-ST-6038,1
FUR-BO-5787,OFF-SU-6174,1
OFF-AR-3491,OFF-BI-3252,1
OFF-AR-3491,OFF-BI-6404,1
OFF-BI-3252,OFF-BI-6385,1
OFF-BI-3252,OFF-BI-6404,1
OFF-BI-6385,OFF-BI-6404,1
OFF-ST-5693,TEC-CO-6005,1
FUR-BO-5972,OFF-ST-5693,1
FUR-BO-5972,TEC-CO-6005,1
OFF-BI-2894,TEC-AC-5196,1
FUR-FU-3952,OFF-BI-2894,1
FUR-FU-3952,TEC-AC-5196,1
OFF-AR-5921,OFF-FA-2953,1
OFF-BI-3293,TEC-PH-5844,1
OFF-BI-2899,OFF-BI-3293,1
OFF-BI-2899,TEC-PH-5844,1
OFF-BI-3726,TEC-MA-6136,1
OFF-BI-4803,OFF-FA-6184,1
OFF-BI-4803,TEC-AC-4171,1
OFF-FA-6184,TEC-AC-4171,1
FUR-FU-3027,OFF-SU-4982,1
FUR-FU-5732,OFF-ST-6060,1
FUR-CH-5372,FUR-FU-5732,1
FUR-CH-5372,OFF-ST-6060,1
TEC-CO-3594,TEC-CO-4568,1
OFF-AR-3548,TEC-CO-3594,1
OFF-AR-3548,TEC-CO-4568,1
OFF-FA-3046,OFF-SU-4131,1
OFF-FA-3044,OFF-FA-3046,1
OFF-FA-3044,OFF-SU-4131,1
FUR-BO-4866,OFF-FA-3044,1
FUR-BO-4866,OFF-FA-3046,1
FUR-BO-4866,OFF-SU-4131,1
OFF-ST-5712,OFF-SU-4306,1
FUR-BO-5950,OFF-ST-5712,1
FUR-BO-5950,OFF-SU-4306,1
OFF-BI-3718,OFF-PA-4147,1
OFF-BI-3718,TEC-AC-5102,1
OFF-BI-3248,OFF-BI-3718,1
OFF-BI-3248,OFF-PA-4147,1
OFF-AR-3533,OFF-BI-3248,1
OFF-AR-3533,OFF-BI-3718,1
OFF-AR-3533,OFF-PA-4147,1
OFF-AR-3533,TEC-AC-5102,1
OFF-PA-4147,TEC-AC-5102,1
OFF-AR-3443,OFF-PA-6420,1
OFF-AR-3443,TEC-PH-5649,1
OFF-BI-4297,OFF-PA-6420,1
OFF-BI-4297,TEC-PH-5649,1
FUR-CH-4840,TEC-MA-3985,1
OFF-AP-3365,OFF-PA-6333,1
OFF-AP-3365,TEC-AC-5231,1
OFF-PA-6333,TEC-AC-5231,1
OFF-BI-6386,TEC-AC-5110,1
FUR-FU-6101,OFF-BI-3278,1
FUR-FU-6101,OFF-LA-3195,1
FUR-FU-6101,OFF-PA-6539,1
FUR-FU-6101,TEC-MA-3985,1
FUR-FU-6101,TEC-PH-5244,1
OFF-PA-6539,TEC-MA-3985,1
OFF-PA-6539,TEC-PH-5244,1
TEC-MA-3985,TEC-PH-5244,1
OFF-BI-3278,OFF-LA-3195,1
OFF-BI-3278,OFF-PA-6539,1
OFF-BI-3278,TEC-MA-3985,1
OFF-BI-3278,TEC-PH-5244,1
OFF-LA-3195,OFF-PA-6539,1
OFF-LA-3195,TEC-MA-3985,1
OFF-LA-3195,TEC-PH-5244,1
FUR-FU-4225,FUR-FU-6101,1
FUR-FU-4225,OFF-BI-3278,1
FUR-FU-4225,OFF-LA-3195,1
FUR-FU-4225,OFF-PA-6539,1
FUR-FU-4225,TEC-MA-3985,1
FUR-FU-4225,TEC-PH-5244,1
OFF-PA-5597,TEC-AC-4937,1
FUR-CH-4402,FUR-FU-3954,1
OFF-AR-5361,OFF-LA-5592,1
OFF-AR-5361,OFF-PA-6086,1
OFF-AR-5361,OFF-ST-6294,1
FUR-TA-4616,FUR-TA-4617,1
FUR-TA-4616,OFF-AR-5361,1
FUR-TA-4616,OFF-LA-5592,1
FUR-TA-4616,OFF-PA-6086,1
FUR-TA-4616,OFF-ST-6294,1
OFF-LA-5592,OFF-PA-6086,1
OFF-LA-5592,OFF-ST-6294,1
OFF-PA-6086,OFF-ST-6294,1
FUR-TA-4617,OFF-AR-5361,1
FUR-TA-4617,OFF-LA-5592,1
FUR-TA-4617,OFF-PA-6086,1
FUR-TA-4617,OFF-ST-6294,1
FUR-CH-5767,TEC-PH-4388,1
OFF-AR-5632,OFF-SU-2975,1
OFF-FA-6129,OFF-LA-3235,1
OFF-FA-6129,TEC-PH-3795,1
OFF-AR-5298,OFF-FA-6129,1
OFF-AR-5298,OFF-LA-3235,1
OFF-AR-5298,TEC-PH-3795,1
OFF-LA-3235,TEC-PH-3795,1
OFF-BI-3118,OFF-BI-4361,1
FUR-BO-5946,OFF-BI-3118,1
FUR-BO-5946,OFF-BI-4361,1
FUR-FU-4760,FUR-FU-6225,1
OFF-BI-5979,OFF-FA-3330,1
OFF-BI-5979,OFF-PA-6360,1
OFF-FA-3330,OFF-PA-6360,1
OFF-BI-4354,OFF-PA-5673,1
OFF-BI-4822,OFF-PA-6528,1
OFF-BI-6407,TEC-PH-5240,1
OFF-BI-5640,OFF-BI-6407,1
OFF-BI-5640,TEC-PH-5240,1
OFF-LA-3191,OFF-SU-3005,1
OFF-BI-3278,OFF-LA-3191,1
OFF-BI-3278,OFF-SU-3005,1
TEC-MA-3783,TEC-PH-5089,1
TEC-AC-3124,TEC-MA-3783,1
TEC-AC-3124,TEC-PH-5089,1
OFF-PA-6580,OFF-ST-3745,1
OFF-BI-4821,OFF-PA-6580,1
OFF-BI-4821,OFF-ST-3745,1
OFF-BI-4348,OFF-BI-4821,1
OFF-BI-4348,OFF-PA-6580,1
OFF-BI-4348,OFF-ST-3745,1
OFF-AP-4611,OFF-AP-4739,1
OFF-AP-4611,OFF-PA-6540,1
OFF-AP-4739,OFF-PA-6540,1
OFF-BI-3307,TEC-PH-4385,1
FUR-TA-3117,OFF-ST-4093,1
FUR-BO-5743,OFF-AR-5332,1
FUR-BO-5743,OFF-PA-6535,1
FUR-BO-5743,TEC-PH-5095,1
OFF-PA-6535,TEC-PH-5095,1
OFF-AR-5332,OFF-PA-6535,1
OFF-AR-5332,TEC-PH-5095,1
OFF-LA-3223,TEC-PH-5834,1
OFF-BI-3309,OFF-PA-6589,1
OFF-BI-3309,OFF-ST-4244,1
OFF-PA-6589,OFF-ST-4244,1
OFF-BI-3306,OFF-BI-3309,1
OFF-BI-3306,OFF-PA-6589,1
OFF-BI-3306,OFF-ST-4244,1
OFF-LA-3221,OFF-PA-3115,1
OFF-BI-2908,OFF-LA-3221,1
OFF-BI-2908,OFF-PA-3115,1
OFF-ST-5647,TEC-MA-4768,1
OFF-FA-3051,TEC-MA-4214,1
OFF-BI-5588,OFF-ST-6289,1
FUR-FU-6329,OFF-ST-5594,1
OFF-AR-3852,OFF-AR-5317,1
FUR-CH-5410,OFF-AR-3852,1
FUR-CH-5410,OFF-AR-5317,1
OFF-BI-2908,OFF-ST-3059,1
OFF-BI-2908,OFF-ST-3744,1
OFF-BI-2908,TEC-AC-6351,1
OFF-ST-3059,OFF-ST-3744,1
OFF-ST-3059,TEC-AC-6351,1
OFF-ST-3744,TEC-AC-6351,1
OFF-LA-3241,OFF-PA-4217,1
OFF-EN-5619,OFF-LA-3241,1
OFF-EN-5619,OFF-PA-4217,1
OFF-BI-4379,OFF-BI-6634,1
OFF-BI-4377,TEC-AC-3373,1
OFF-ST-6627,TEC-PH-4455,1
OFF-BI-4342,OFF-LA-3194,1
OFF-ST-5242,TEC-AC-4875,1
FUR-CH-4405,OFF-ST-4891,1
OFF-PA-6530,OFF-PA-6573,1
OFF-BI-6395,OFF-PA-6573,1
OFF-BI-3474,OFF-BI-6395,1
OFF-BI-3474,OFF-PA-6573,1
OFF-PA-6500,TEC-PH-3170,1
OFF-PA-3010,OFF-ST-6089,1
OFF-PA-3010,TEC-AC-5107,1
OFF-ST-6089,TEC-AC-5107,1
OFF-BI-2925,OFF-BI-3277,1
OFF-BI-2925,OFF-ST-5615,1
OFF-BI-3277,OFF-ST-5615,1
FUR-TA-3560,TEC-PH-4893,1
OFF-AP-4717,OFF-BI-4336,1
OFF-LA-3205,OFF-PA-3008,1
OFF-LA-3205,OFF-PA-6432,1
OFF-LA-3205,TEC-CO-4584,1
OFF-PA-3008,OFF-PA-6432,1
OFF-PA-3008,TEC-CO-4584,1
OFF-PA-6432,TEC-CO-4584,1
OFF-AR-5156,OFF-BI-4364,1
OFF-AR-5156,OFF-PA-5716,1
FUR-FU-4054,FUR-FU-4109,1
FUR-FU-4054,FUR-TA-3752,1
FUR-FU-4054,OFF-AR-5156,1
FUR-FU-4054,OFF-BI-4364,1
FUR-FU-4054,OFF-PA-5716,1
OFF-BI-4364,OFF-PA-5716,1
FUR-FU-4109,FUR-TA-3752,1
FUR-FU-4109,OFF-AR-5156,1
FUR-FU-4109,OFF-BI-4364,1
FUR-FU-4109,OFF-PA-5716,1
FUR-CH-4674,FUR-FU-4054,1
FUR-CH-4674,FUR-FU-4109,1
FUR-CH-4674,FUR-TA-3752,1
FUR-CH-4674,OFF-AR-5156,1
FUR-CH-4674,OFF-BI-4364,1
FUR-CH-4674,OFF-PA-5716,1
FUR-TA-3752,OFF-AR-5156,1
FUR-TA-3752,OFF-BI-4364,1
FUR-TA-3752,OFF-PA-5716,1
OFF-PA-3007,OFF-PA-6487,1
OFF-AR-5331,OFF-PA-3007,1
OFF-AR-5331,OFF-PA-6487,1
FUR-BO-5810,TEC-MA-3854,1
OFF-PA-6493,OFF-ST-3361,1
OFF-PA-6493,TEC-MA-3789,1
OFF-BI-2923,OFF-PA-6493,1
OFF-BI-2923,OFF-ST-3361,1
OFF-BI-2923,TEC-MA-3789,1
OFF-ST-3361,TEC-MA-3789,1
FUR-BO-5521,OFF-BI-2923,1
FUR-BO-5521,OFF-PA-6493,1
FUR-BO-5521,OFF-ST-3361,1
FUR-BO-5521,TEC-MA-3789,1
FUR-FU-3954,OFF-BI-3732,1
FUR-FU-3954,OFF-BI-6322,1
FUR-FU-3954,OFF-PA-6522,1
FUR-FU-3954,OFF-PA-6532,1
OFF-BI-3732,OFF-BI-6322,1
OFF-BI-3732,OFF-PA-6522,1
OFF-BI-3732,OFF-PA-6532,1
OFF-PA-6522,OFF-PA-6532,1
OFF-BI-6322,OFF-PA-6522,1
OFF-BI-6322,OFF-PA-6532,1
OFF-FA-6129,OFF-PA-6358,1
OFF-PA-6420,TEC-PH-3122,1
FUR-FU-5161,OFF-AR-3443,1
FUR-FU-4070,FUR-FU-5161,1
FUR-FU-4070,OFF-AR-3443,1
FUR-CH-4653,OFF-BI-6628,1
TEC-PH-5189,TEC-PH-6017,1
OFF-AR-5914,TEC-PH-5189,1
OFF-AR-5914,TEC-PH-6017,1
OFF-BI-4374,OFF-FA-6129,1
FUR-FU-3911,OFF-BI-4374,1
FUR-TA-5045,OFF-BI-5637,1
FUR-TA-5045,OFF-BI-6209,1
FUR-TA-5045,TEC-AC-5141,1
OFF-BI-6209,TEC-AC-5141,1
FUR-BO-5531,FUR-TA-5045,1
FUR-BO-5531,OFF-BI-5637,1
FUR-BO-5531,OFF-BI-6209,1
FUR-BO-5531,TEC-AC-5141,1
OFF-BI-5637,OFF-BI-6209,1
OFF-BI-5637,TEC-AC-5141,1
OFF-AR-3550,TEC-PH-5581,1
FUR-FU-6101,OFF-BI-6410,1
FUR-FU-6101,TEC-MA-2865,1
OFF-BI-6410,TEC-MA-2865,1
FUR-CH-5755,OFF-PA-3014,1
OFF-BI-4827,OFF-LA-3206,1
FUR-BO-5530,OFF-LA-5976,1
FUR-BO-5530,TEC-CO-5988,1
OFF-LA-5976,TEC-CO-5988,1
OFF-BI-4370,OFF-PA-6303,1
FUR-TA-3410,OFF-AP-4565,1
FUR-TA-3410,OFF-AR-5291,1
OFF-AP-4565,OFF-AR-5291,1
OFF-PA-4838,TEC-PH-5817,1
OFF-AP-4240,OFF-PA-3113,1
OFF-AP-4240,OFF-PA-4838,1
OFF-AP-4240,TEC-PH-5817,1
FUR-FU-4092,OFF-AP-4240,1
FUR-FU-4092,OFF-PA-3113,1
FUR-FU-4092,OFF-PA-4838,1
FUR-FU-4092,TEC-PH-5817,1
OFF-PA-3113,OFF-PA-4838,1
OFF-PA-3113,TEC-PH-5817,1
FUR-FU-6234,TEC-PH-6347,1
OFF-BI-4355,OFF-BI-5670,1
FUR-TA-3428,OFF-BI-3728,1
FUR-TA-3428,OFF-PA-6562,1
FUR-TA-3428,TEC-MA-4598,1
FUR-TA-3428,TEC-PH-5623,1
OFF-BI-3728,OFF-PA-6562,1
OFF-BI-3728,TEC-MA-4598,1
OFF-BI-3728,TEC-PH-5623,1
OFF-PA-6562,TEC-MA-4598,1
OFF-PA-6562,TEC-PH-5623,1
TEC-MA-4598,TEC-PH-5623,1
OFF-BI-4373,OFF-FA-6129,1
OFF-BI-4373,OFF-ST-6293,1
OFF-ST-4246,TEC-PH-5189,1
OFF-BI-4368,TEC-AC-3373,1
OFF-BI-2911,OFF-BI-4368,1
OFF-BI-2911,TEC-AC-3373,1
OFF-BI-2911,TEC-PH-4455,1
OFF-AR-5292,OFF-BI-4368,1
OFF-AR-5292,TEC-AC-3373,1
OFF-AR-5292,TEC-PH-4455,1
TEC-AC-3373,TEC-PH-4455,1
OFF-AR-3975,OFF-PA-6221,1
OFF-AP-4734,OFF-PA-6570,1
OFF-BI-3301,TEC-AC-5148,1
OFF-EN-5667,TEC-AC-5209,1
FUR-FU-5418,OFF-EN-2854,1
OFF-PA-6069,TEC-AC-6074,1
OFF-BI-2937,TEC-AC-5113,1
OFF-BI-2937,TEC-AC-5143,1
OFF-BI-2937,TEC-PH-4899,1
TEC-AC-5113,TEC-AC-5143,1
TEC-AC-5113,TEC-PH-4899,1
TEC-AC-5143,TEC-PH-4899,1
FUR-CH-4416,FUR-FU-3922,1
OFF-BI-4362,OFF-ST-4244,1
OFF-ST-6157,TEC-AC-4946,1
OFF-PA-6589,TEC-PH-4897,1
OFF-AR-3960,OFF-BI-4345,1
FUR-FU-4113,OFF-PA-6572,1
FUR-CH-4489,FUR-FU-4113,1
FUR-CH-4489,OFF-PA-6572,1
OFF-AR-3515,OFF-FA-6129,1
OFF-AR-3515,OFF-ST-4265,1
OFF-AR-3446,OFF-AR-3485,1
OFF-AR-3446,OFF-AR-3515,1
OFF-AR-3446,OFF-ST-4265,1
OFF-FA-6129,OFF-ST-4265,1
OFF-AR-3485,OFF-AR-3515,1
OFF-AR-3485,OFF-FA-6129,1
OFF-AR-3485,OFF-ST-4265,1
OFF-FA-2916,OFF-PA-6480,1
OFF-BI-5637,OFF-LA-3225,1
OFF-AR-5646,OFF-BI-5637,1
OFF-AR-5646,OFF-LA-3225,1
OFF-AR-5653,TEC-AC-5192,1
FUR-FU-6280,OFF-AP-4930,1
FUR-CH-4489,FUR-FU-6280,1
FUR-CH-4489,OFF-AP-4930,1
OFF-EN-2848,OFF-EN-6324,1
FUR-TA-3331,OFF-AR-3524,1
OFF-BI-3264,TEC-PH-5649,1
FUR-BO-5524,OFF-BI-3264,1
FUR-BO-5524,TEC-PH-5649,1
FUR-BO-3175,FUR-BO-5524,1
FUR-BO-3175,OFF-BI-3264,1
FUR-BO-3175,TEC-PH-5649,1
OFF-BI-2904,OFF-FA-6129,1
OFF-PA-6524,TEC-PH-5817,1
FUR-BO-5946,OFF-AR-3536,1
FUR-BO-5946,OFF-PA-6524,1
FUR-BO-5946,TEC-PH-5817,1
OFF-AR-3536,OFF-PA-6524,1
OFF-AR-3536,TEC-PH-5817,1
OFF-AR-3515,TEC-PH-3406,1
OFF-BI-4833,OFF-ST-4272,1
FUR-CH-4412,FUR-FU-4754,1
OFF-AP-4716,OFF-EN-3512,1
FUR-FU-4113,OFF-AP-4716,1
FUR-FU-4113,OFF-EN-3512,1
OFF-ST-2922,TEC-AC-4788,1
OFF-PA-3116,OFF-PA-6439,1
OFF-BI-5640,OFF-PA-3116,1
OFF-BI-5640,OFF-PA-6439,1
OFF-AR-5243,OFF-FA-6129,1
OFF-PA-5227,TEC-PH-4380,1
OFF-AP-4604,OFF-PA-5227,1
OFF-AP-4604,TEC-PH-4380,1
OFF-FA-6129,TEC-PH-6413,1
OFF-AP-2932,OFF-BI-5618,1
OFF-AP-2932,TEC-PH-3131,1
OFF-AP-2932,TEC-PH-5654,1
FUR-BO-4621,OFF-AP-2932,1
FUR-BO-4621,OFF-BI-5618,1
FUR-BO-4621,TEC-PH-3131,1
FUR-BO-4621,TEC-PH-5654,1
OFF-BI-5618,TEC-PH-3131,1
OFF-BI-5618,TEC-PH-5654,1
TEC-PH-3131,TEC-PH-5654,1
OFF-AR-4011,OFF-FA-3051,1
FUR-FU-5164,FUR-TA-4392,1
FUR-FU-5164,OFF-AR-3517,1
FUR-FU-5164,OFF-AR-4011,1
FUR-FU-5164,OFF-FA-3051,1
OFF-AR-3517,OFF-AR-4011,1
OFF-AR-3517,OFF-FA-3051,1
FUR-TA-4392,OFF-AR-3517,1
FUR-TA-4392,OFF-AR-4011,1
FUR-TA-4392,OFF-FA-3051,1
OFF-AR-5293,OFF-BI-4567,1
OFF-AP-2933,OFF-AR-5293,1
OFF-AP-2933,OFF-BI-4567,1
OFF-PA-4892,OFF-PA-6577,1
OFF-ST-4287,TEC-AC-5601,1
OFF-AR-3287,OFF-PA-6472,1
OFF-AR-3287,OFF-ST-4287,1
OFF-AR-3287,TEC-AC-5601,1
OFF-PA-6472,OFF-ST-4287,1
OFF-PA-6472,TEC-AC-5601,1
OFF-EN-2852,OFF-PA-6510,1
OFF-EN-2852,OFF-ST-4299,1
OFF-PA-6510,OFF-ST-4299,1
OFF-BI-6373,OFF-EN-2852,1
OFF-BI-6373,OFF-PA-6510,1
OFF-BI-6373,OFF-ST-4299,1
FUR-FU-4017,OFF-EN-3653,1
FUR-FU-4017,OFF-PA-6596,1
OFF-EN-3653,OFF-PA-6596,1
FUR-FU-5171,OFF-EN-4886,1
FUR-FU-5171,OFF-ST-4093,1
OFF-EN-4886,OFF-ST-4093,1
FUR-BO-3177,FUR-FU-5171,1
FUR-BO-3177,OFF-EN-4886,1
FUR-BO-3177,OFF-ST-4093,1
FUR-CH-5428,OFF-BI-3269,1
FUR-FU-3883,OFF-AP-4932,1
FUR-FU-3883,OFF-BI-4341,1
FUR-FU-3883,OFF-PA-6551,1
FUR-FU-3883,OFF-ST-4456,1
FUR-FU-3883,TEC-AC-5049,1
OFF-ST-4456,TEC-AC-5049,1
OFF-BI-4341,OFF-PA-6551,1
OFF-BI-4341,OFF-ST-4456,1
OFF-BI-4341,TEC-AC-5049,1
OFF-PA-6551,OFF-ST-4456,1
OFF-PA-6551,TEC-AC-5049,1
OFF-AP-4932,OFF-BI-4341,1
OFF-AP-4932,OFF-PA-6551,1
OFF-AP-4932,OFF-ST-4456,1
OFF-AP-4932,TEC-AC-5049,1
OFF-AR-3852,OFF-EN-3095,1
OFF-AR-3852,OFF-PA-6577,1
OFF-EN-3095,OFF-PA-6577,1
FUR-BO-5531,OFF-AR-3852,1
FUR-BO-5531,OFF-EN-3095,1
FUR-BO-5531,OFF-PA-6577,1
FUR-CH-4429,FUR-FU-4334,1
FUR-CH-4429,FUR-TA-5684,1
FUR-CH-4429,OFF-PA-6481,1
FUR-CH-4429,OFF-PA-6591,1
FUR-CH-4429,TEC-AC-5111,1
FUR-TA-5684,OFF-PA-6481,1
FUR-TA-5684,OFF-PA-6591,1
FUR-TA-5684,TEC-AC-5111,1
OFF-PA-6591,TEC-AC-5111,1
FUR-FU-4334,FUR-TA-5684,1
FUR-FU-4334,OFF-PA-6481,1
FUR-FU-4334,OFF-PA-6591,1
FUR-FU-4334,TEC-AC-5111,1
OFF-PA-6481,OFF-PA-6591,1
OFF-PA-6481,TEC-AC-5111,1
FUR-TA-3410,OFF-ST-4281,1
OFF-FA-6192,OFF-PA-5274,1
OFF-FA-6192,OFF-PA-6442,1
OFF-FA-6192,OFF-PA-6583,1
OFF-AP-4603,OFF-BI-3265,1
OFF-AP-4603,OFF-BI-4249,1
OFF-AP-4603,OFF-FA-6192,1
OFF-AP-4603,OFF-PA-5274,1
OFF-AP-4603,OFF-PA-6442,1
OFF-AP-4603,OFF-PA-6583,1
OFF-BI-3265,OFF-BI-4249,1
OFF-BI-3265,OFF-FA-6192,1
OFF-BI-3265,OFF-PA-5274,1
OFF-BI-3265,OFF-PA-6442,1
OFF-BI-3265,OFF-PA-6583,1
OFF-PA-6442,OFF-PA-6583,1
OFF-BI-4249,OFF-FA-6192,1
OFF-BI-4249,OFF-PA-5274,1
OFF-BI-4249,OFF-PA-6442,1
OFF-BI-4249,OFF-PA-6583,1
OFF-PA-5274,OFF-PA-6442,1
OFF-PA-5274,OFF-PA-6583,1
OFF-BI-2908,OFF-BI-2909,1
OFF-BI-2908,OFF-SU-6164,1
OFF-BI-2909,OFF-SU-6164,1
FUR-FU-5171,OFF-PA-6577,1
FUR-FU-5171,TEC-CO-5988,1
OFF-PA-6577,TEC-CO-5988,1
FUR-CH-4670,FUR-FU-5171,1
FUR-CH-4670,OFF-PA-6577,1
FUR-CH-4670,TEC-CO-5988,1
FUR-BO-3621,OFF-PA-6484,1
OFF-BI-6387,OFF-PA-6591,1
OFF-FA-6129,OFF-PA-6589,1
OFF-AP-3179,OFF-ST-6288,1
OFF-AP-3179,TEC-AC-6073,1
OFF-AP-3179,TEC-PH-3820,1
OFF-AP-3179,TEC-PH-5975,1
TEC-AC-6073,TEC-PH-3820,1
TEC-AC-6073,TEC-PH-5975,1
TEC-PH-3820,TEC-PH-5975,1
OFF-ST-6288,TEC-AC-6073,1
OFF-ST-6288,TEC-PH-3820,1
OFF-ST-6288,TEC-PH-5975,1
FUR-FU-6355,OFF-AP-3179,1
FUR-FU-6355,OFF-ST-6288,1
FUR-FU-6355,TEC-AC-6073,1
FUR-FU-6355,TEC-PH-3820,1
FUR-FU-6355,TEC-PH-5975,1
FUR-FU-2870,OFF-BI-6408,1
FUR-CH-4408,FUR-CH-5230,1
FUR-CH-4408,OFF-BI-5645,1
FUR-CH-4408,OFF-FA-3054,1
FUR-CH-4408,OFF-ST-5704,1
OFF-BI-3741,OFF-PA-6305,1
FUR-FU-5171,TEC-AC-4142,1
FUR-FU-6299,OFF-LA-3219,1
OFF-PA-6085,TEC-PH-3182,1
FUR-FU-3920,OFF-PA-6085,1
FUR-FU-3920,TEC-PH-3182,1
FUR-CH-4661,OFF-ST-6266,1
FUR-CH-4403,OFF-EN-2849,1
FUR-FU-5170,OFF-AR-3853,1
FUR-FU-5170,OFF-AR-6632,1
FUR-FU-5170,OFF-BI-4375,1
OFF-AR-6632,OFF-BI-4375,1
OFF-AR-3853,OFF-AR-6632,1
OFF-AR-3853,OFF-BI-4375,1
FUR-TA-3335,TEC-PH-4802,1
FUR-CH-4421,FUR-FU-4331,1
FUR-CH-4421,OFF-AR-5297,1
FUR-CH-4421,OFF-BI-6321,1
FUR-CH-4421,TEC-PH-4380,1
FUR-CH-4421,TEC-PH-4389,1
FUR-CH-4421,TEC-PH-6347,1
TEC-PH-4389,TEC-PH-6347,1
OFF-BI-6321,TEC-PH-4380,1
OFF-BI-6321,TEC-PH-4389,1
OFF-BI-6321,TEC-PH-6347,1
OFF-AR-5297,OFF-BI-6321,1
OFF-AR-5297,TEC-PH-4380,1
OFF-AR-5297,TEC-PH-4389,1
OFF-AR-5297,TEC-PH-6347,1
FUR-FU-4331,OFF-AR-5297,1
FUR-FU-4331,OFF-BI-6321,1
FUR-FU-4331,TEC-PH-4380,1
FUR-FU-4331,TEC-PH-4389,1
FUR-FU-4331,TEC-PH-6347,1
TEC-PH-4380,TEC-PH-4389,1
TEC-PH-4380,TEC-PH-6347,1
FUR-CH-3433,OFF-PA-6480,1
OFF-FA-6129,OFF-ST-4093,1
OFF-EN-6327,TEC-PH-4901,1
FUR-FU-5173,OFF-EN-6327,1
FUR-FU-5173,TEC-PH-4901,1
OFF-AP-3375,OFF-BI-4356,1
OFF-AP-3375,OFF-PA-5677,1
OFF-BI-4356,OFF-PA-5677,1
OFF-AR-5916,OFF-BI-4341,1
FUR-FU-6354,OFF-AR-5312,1
FUR-FU-6354,OFF-ST-4255,1
FUR-FU-6354,TEC-PH-4894,1
OFF-AR-5312,OFF-ST-4255,1
OFF-AR-5312,TEC-PH-4894,1
OFF-ST-4255,TEC-PH-4894,1
OFF-EN-6359,OFF-FA-6217,1
